,Date,Open,High,Low,Close,Adj Close,Volume,Ticker
6,2013-06-01,75.889999,78.610001,71.68,74.760002,68.250114,121769400,AXP
7,2013-07-01,75.529999,78.629997,73.470001,73.769997,67.34630600000001,126314000,AXP
8,2013-08-01,74.529999,77.269997,71.470001,71.910004,65.848495,69917600,AXP
9,2013-09-01,72.589996,77.900002,72.139999,75.519997,69.15419,74592300,AXP
10,2013-10-01,75.639999,83.83000200000001,72.08000200000001,81.800003,74.90484599999999,102592600,AXP
11,2013-11-01,82.120003,86.190002,80.220001,85.800003,78.806374,62754400,AXP
12,2013-12-01,86.019997,90.790001,83.209999,90.730003,83.334526,67589400,AXP
13,2014-01-01,90.900002,93.620003,84.910004,85.019997,78.089958,104874000,AXP
14,2014-02-01,84.989998,92.139999,82.629997,91.279999,84.056061,76173800,AXP
15,2014-03-01,90.599998,94.349998,89.160004,90.029999,82.90496800000001,71488400,AXP
16,2014-04-01,90.400002,91.400002,83.989998,87.43,80.510735,84786400,AXP
17,2014-05-01,87.529999,91.68,85.75,91.5,84.471748,65091900,AXP
18,2014-06-01,91.790001,96.040001,91.269997,94.870003,87.582893,60522000,AXP
19,2014-07-01,95.41999799999999,96.239998,87.989998,88.0,81.24056999999999,68452900,AXP
20,2014-08-01,87.410004,90.220001,85.75,89.550003,82.899445,83077800,AXP
21,2014-09-01,89.900002,90.68,86.760002,87.540001,81.03873399999999,85326800,AXP
22,2014-10-01,86.900002,90.599998,78.410004,89.949997,83.269722,120825700,AXP
23,2014-11-01,90.32,92.589996,89.650002,92.41999799999999,85.811157,62030800,AXP
24,2014-12-01,92.07,94.889999,88.190002,93.040001,86.386848,81719400,AXP
25,2015-01-01,93.16999799999999,93.940002,80.559998,80.690002,74.91996800000001,122791700,AXP
26,2015-02-01,80.959999,86.18,77.120003,81.589996,75.97848499999999,211931300,AXP
27,2015-03-01,81.589996,83.540001,77.620003,78.120003,72.74715400000001,154668200,AXP
28,2015-04-01,78.050003,81.16999799999999,76.529999,77.449997,72.364281,133853700,AXP
29,2015-05-01,77.849998,81.599998,77.309998,79.720001,74.485222,103420200,AXP
30,2015-06-01,79.940002,81.91999799999999,77.650002,77.720001,72.616562,141794200,AXP
31,2015-07-01,78.639999,79.629997,74.300003,76.059998,71.331451,117930900,AXP
32,2015-08-01,75.860001,81.660004,71.709999,76.720001,71.950417,155122400,AXP
33,2015-09-01,74.849998,78.400002,72.660004,74.129997,69.521423,110385200,AXP
34,2015-10-01,74.160004,77.849998,71.389999,73.260002,68.70552099999999,122115500,AXP
35,2015-11-01,73.43,74.849998,70.209999,71.639999,67.440536,106839600,AXP
36,2015-12-01,72.0,72.440002,67.57,69.550003,65.473045,124233200,AXP
37,2016-01-01,68.089996,68.18,52.150002,53.5,50.36388,237308200,AXP
38,2016-02-01,53.41,56.150002,50.27,55.580002,52.550948999999996,159711400,AXP
39,2016-03-01,56.029999,61.52,55.619999,61.400002,58.053764,129864200,AXP
40,2016-04-01,60.98,67.339996,58.700001,65.43,61.864124,99858200,AXP
41,2016-05-01,65.58000200000001,66.050003,62.32,65.760002,62.477177000000005,96794800,AXP
42,2016-06-01,65.760002,66.599998,57.150002,60.759997999999996,57.72676800000001,121804700,AXP
43,2016-07-01,60.759997999999996,64.970001,58.25,64.459999,61.55035,90064900,AXP
44,2016-08-01,64.489998,66.279999,63.200001,65.58000200000001,62.619785,77514100,AXP
45,2016-09-01,65.550003,66.709999,62.849998,64.040001,61.14930699999999,95572800,AXP
46,2016-10-01,63.830002,67.93,59.5,66.41999799999999,63.421864,116243400,AXP
47,2016-11-01,66.769997,73.18,65.029999,72.040001,69.134361,99527200,AXP
48,2016-12-01,72.449997,75.739998,71.43,74.08000200000001,71.09209399999999,75948200,AXP
49,2017-01-01,74.889999,78.019997,74.739998,76.379997,73.299301,103904900,AXP
50,2017-02-01,76.849998,80.489998,76.059998,80.059998,77.15855400000001,65816600,AXP
51,2017-03-01,81.050003,82.0,76.66999799999999,79.110001,76.242989,98700800,AXP
52,2017-04-01,79.16999799999999,81.400002,75.510002,79.25,76.377914,77893800,AXP
53,2017-05-01,79.220001,79.660004,75.970001,76.940002,74.456078,66075700,AXP
54,2017-06-01,77.230003,85.389999,76.949997,84.239998,81.520401,77500300,AXP
55,2017-07-01,84.690002,86.279999,83.33000200000001,85.230003,82.478447,71355200,AXP
56,2017-08-01,85.720001,87.779999,83.970001,86.099998,83.634842,66408400,AXP
57,2017-09-01,86.309998,90.769997,84.019997,90.459999,87.87001,64969800,AXP
58,2017-10-01,90.440002,96.120003,90.040001,95.519997,92.785133,77019400,AXP
59,2017-11-01,96.290001,98.489998,92.779999,97.709999,95.27885400000001,61227900,AXP
0,2012-12-01,74.410004,76.559998,72.93,75.360001,63.407551,90048100,BA
1,2013-01-01,76.550003,78.019997,72.68,73.870003,62.153884999999995,191804200,BA
2,2013-02-01,74.489998,77.93,74.230003,76.900002,64.703293,101429400,BA
3,2013-03-01,76.699997,86.839996,76.16999799999999,85.849998,72.697792,105390300,BA
4,2013-04-01,85.599998,93.379997,83.800003,91.410004,77.405998,106380800,BA
5,2013-05-01,91.08000200000001,101.470001,90.720001,99.019997,83.850128,111622200,BA
6,2013-06-01,99.360001,104.150002,96.309998,102.440002,87.192337,99711500,BA
7,2013-07-01,102.93,109.489998,98.989998,105.099998,89.456413,152799000,BA
8,2013-08-01,105.989998,107.949997,101.769997,103.91999799999999,88.452042,79814700,BA
9,2013-09-01,105.129997,120.379997,104.620003,117.5,100.465935,89293700,BA
10,2013-10-01,117.970001,131.880005,113.339996,130.5,111.581299,102075200,BA
11,2013-11-01,130.899994,142.0,130.580002,134.25,114.787659,88250600,BA
12,2013-12-01,134.990005,138.880005,130.550003,136.490005,117.128235,78680000,BA
13,2014-01-01,136.009995,144.570007,123.08000200000001,125.260002,107.49126399999999,113971400,BA
14,2014-02-01,124.239998,130.940002,118.769997,128.919998,110.632057,119986800,BA
15,2014-03-01,127.18,131.0,121.370003,125.489998,108.29601299999999,97798400,BA
16,2014-04-01,126.239998,131.5,121.91999799999999,129.020004,111.342339,77966900,BA
17,2014-05-01,128.740005,135.440002,128.270004,135.25,116.71874199999999,61514500,BA
18,2014-06-01,135.5,138.389999,126.199997,127.230003,110.413696,78754100,BA
19,2014-07-01,127.660004,130.580002,120.410004,120.480003,104.55585500000001,111816600,BA
20,2014-08-01,120.449997,129.130005,117.870003,126.800003,110.04052,79247500,BA
21,2014-09-01,125.620003,129.869995,124.099998,127.379997,111.21334099999999,75364300,BA
22,2014-10-01,127.370003,128.0,116.32,124.910004,109.056808,107425800,BA
23,2014-11-01,125.349998,135.779999,123.370003,134.360001,117.307449,72415400,BA
24,2014-12-01,134.309998,134.399994,120.58000200000001,129.979996,114.14551499999999,96842100,BA
25,2015-01-01,131.070007,148.25,126.18,145.369995,127.660675,109099900,BA
26,2015-02-01,143.720001,158.830002,143.050003,150.850006,132.473083,92535100,BA
27,2015-03-01,150.850006,156.91000400000001,145.96000700000002,150.080002,132.612045,81607600,BA
28,2015-04-01,149.970001,155.5,142.75,143.33999599999999,126.656494,84509000,BA
29,2015-05-01,144.41000400000001,148.300003,140.320007,140.520004,124.16475700000001,79306200,BA
30,2015-06-01,141.449997,146.529999,138.440002,138.720001,123.359779,70463300,BA
31,2015-07-01,140.479996,149.179993,139.0,144.169998,128.206314,70138100,BA
32,2015-08-01,144.440002,146.770004,115.139999,130.679993,116.210007,92795600,BA
33,2015-09-01,128.16000400000001,139.91000400000001,126.940002,130.949997,117.193077,81291700,BA
34,2015-10-01,131.320007,149.600006,128.559998,148.070007,132.514572,92079800,BA
35,2015-11-01,148.380005,150.58999599999999,141.58999599999999,145.449997,130.169739,52884600,BA
36,2015-12-01,146.53999299999998,149.800003,138.889999,144.58999599999999,130.20021100000002,79703200,BA
37,2016-01-01,141.380005,141.699997,115.019997,120.129997,108.174484,135869300,BA
38,2016-02-01,119.639999,124.910004,102.099998,118.18,106.41856399999999,153197300,BA
39,2016-03-01,119.010002,136.779999,118.25,126.940002,115.36451699999999,107857100,BA
40,2016-04-01,126.230003,137.889999,125.110001,134.800003,122.507751,96194200,BA
41,2016-05-01,134.380005,135.240005,125.879997,126.150002,114.64656799999999,82271600,BA
42,2016-06-01,126.0,134.550003,122.349998,129.869995,118.990059,102673100,BA
43,2016-07-01,129.53999299999998,139.449997,123.959999,133.66000400000001,122.46256299999999,76110800,BA
44,2016-08-01,133.21000700000002,136.369995,129.139999,129.449997,118.60524,61479300,BA
45,2016-09-01,130.029999,133.080002,126.309998,131.740005,121.70369,71556000,BA
46,2016-10-01,131.279999,146.229996,130.740005,142.429993,131.579285,80980500,BA
47,2016-11-01,142.949997,153.080002,138.800003,150.559998,139.08992,73758100,BA
48,2016-12-01,150.740005,160.070007,150.020004,155.679993,146.043732,63386600,BA
49,2017-01-01,156.300003,170.0,155.21000700000002,163.419998,153.304703,73378000,BA
50,2017-02-01,164.25,181.929993,160.820007,180.229996,169.074158,67320300,BA
51,2017-03-01,181.850006,185.71000700000002,173.75,176.860001,167.33992,71329400,BA
52,2017-04-01,177.080002,184.929993,175.5,184.830002,174.88093600000002,52177700,BA
53,2017-05-01,184.229996,188.259995,175.470001,187.630005,177.530212,66022900,BA
54,2017-06-01,187.41000400000001,204.389999,184.529999,197.75,188.537827,64606400,BA
55,2017-07-01,198.070007,246.49000499999997,197.75,242.460007,231.165054,75175600,BA
56,2017-08-01,243.38000499999998,243.99000499999997,230.940002,239.66000400000001,228.49545299999997,84525400,BA
57,2017-09-01,239.66000400000001,259.299988,234.289993,254.210007,243.81321699999998,76743100,BA
58,2017-10-01,254.649994,267.209991,253.52999900000003,257.980011,247.42904700000003,68772900,BA
59,2017-11-01,258.290009,277.040009,256.23999,276.799988,265.47934,52751800,BA
0,2012-12-01,85.91999799999999,91.83000200000001,83.75,89.610001,71.841957,115496400,CAT
1,2013-01-01,92.949997,99.199997,92.889999,98.389999,79.33541899999999,139248800,CAT
2,2013-02-01,99.0,99.699997,88.5,92.370003,74.481262,101518700,CAT
3,2013-03-01,91.540001,91.959999,85.800003,86.970001,70.127075,122103600,CAT
4,2013-04-01,86.860001,87.0,79.489998,84.66999799999999,68.272499,177758200,CAT
5,2013-05-01,84.07,90.690002,82.660004,85.800003,69.628075,147274700,CAT
6,2013-06-01,85.910004,86.470001,80.860001,82.489998,66.941956,121551200,CAT
7,2013-07-01,83.040001,89.0,81.349998,82.910004,67.28278399999999,145520800,CAT
8,2013-08-01,83.620003,87.43,81.459999,82.540001,67.449463,116049500,CAT
9,2013-09-01,83.150002,88.25,81.720001,83.400002,68.152237,103496700,CAT
10,2013-10-01,83.559998,89.16999799999999,82.449997,83.360001,68.119545,126277800,CAT
11,2013-11-01,83.779999,85.18,81.870003,84.599998,69.617035,91788100,CAT
12,2013-12-01,84.699997,91.66999799999999,83.110001,90.809998,74.727211,103160000,CAT
13,2014-01-01,90.410004,94.690002,85.879997,93.910004,77.278198,149976200,CAT
14,2014-02-01,93.739998,98.239998,91.059998,96.970001,80.844933,114906100,CAT
15,2014-03-01,96.32,100.629997,95.059998,99.370003,82.845833,120229900,CAT
16,2014-04-01,98.940002,107.400002,98.940002,105.400002,87.873108,114458600,CAT
17,2014-05-01,105.199997,108.209999,100.720001,102.230003,85.732101,81653000,CAT
18,2014-06-01,102.41999799999999,109.849998,102.010002,108.66999799999999,91.132813,68902600,CAT
19,2014-07-01,109.08000200000001,111.459999,100.739998,100.75,84.49092900000001,81170300,CAT
20,2014-08-01,100.519997,109.099998,99.110001,109.07,92.046638,93200800,CAT
21,2014-09-01,109.029999,109.730003,98.260002,99.029999,83.573647,106277300,CAT
22,2014-10-01,98.639999,102.370003,90.050003,101.410004,85.58219100000001,131520200,CAT
23,2014-11-01,101.610001,107.120003,98.040001,100.599998,85.545349,71483300,CAT
24,2014-12-01,100.239998,101.459999,88.029999,91.529999,77.832649,123785900,CAT
25,2015-01-01,91.769997,92.370003,78.809998,79.970001,68.002602,169973700,CAT
26,2015-02-01,80.08000200000001,85.809998,79.489998,82.900002,71.072159,109718100,CAT
27,2015-03-01,82.900002,83.790001,78.190002,80.029999,68.611633,125192400,CAT
28,2015-04-01,80.029999,87.91999799999999,79.389999,86.879997,74.484314,128138200,CAT
29,2015-05-01,87.690002,89.620003,85.110001,85.32,73.75312,87207100,CAT
30,2015-06-01,86.059998,88.809998,84.699997,84.82,73.3209,76847900,CAT
31,2015-07-01,85.389999,85.449997,74.769997,78.629997,67.970085,144266200,CAT
32,2015-08-01,78.41999799999999,80.309998,70.230003,75.660004,66.00666,172761500,CAT
33,2015-09-01,74.5,76.160004,62.990002000000004,65.360001,57.020809,173293300,CAT
34,2015-10-01,65.629997,73.279999,63.099998,72.989998,63.677292,157644200,CAT
35,2015-11-01,73.0,75.93,68.410004,72.650002,64.08899699999999,102799600,CAT
36,2015-12-01,72.33000200000001,72.639999,64.099998,67.959999,59.951675,140947200,CAT
37,2016-01-01,66.879997,68.440002,56.360001000000004,62.240002000000004,54.905712,173549300,CAT
38,2016-02-01,61.970001,68.58000200000001,59.799999,67.699997,61.257895999999995,128153700,CAT
39,2016-03-01,68.440002,77.25,67.339996,76.540001,69.256714,142001200,CAT
40,2016-04-01,75.650002,80.889999,73.699997,77.720001,70.324448,121780600,CAT
41,2016-05-01,77.349998,78.07,69.040001,72.510002,66.24994699999999,112144400,CAT
42,2016-06-01,71.980003,78.699997,70.529999,75.809998,69.265022,106062600,CAT
43,2016-07-01,75.379997,84.290001,73.459999,82.760002,75.61500500000001,103865800,CAT
44,2016-08-01,82.760002,84.730003,80.91999799999999,81.949997,75.596237,74539900,CAT
45,2016-09-01,81.589996,88.980003,79.93,88.769997,81.88745899999999,99198200,CAT
46,2016-10-01,88.230003,89.870003,82.709999,83.459999,76.989174,105556900,CAT
47,2016-11-01,83.470001,96.440002,80.33000200000001,95.559998,88.929146,121009500,CAT
48,2016-12-01,96.0,97.400002,91.0,92.739998,86.30484,88839100,CAT
49,2017-01-01,94.0,99.459999,92.199997,95.660004,89.022224,94104300,CAT
50,2017-02-01,95.809998,99.199997,92.110001,96.660004,90.699211,85107800,CAT
51,2017-03-01,98.199997,98.970001,90.339996,92.760002,87.039726,142419000,CAT
52,2017-04-01,92.43,105.980003,91.0,102.260002,95.95386500000001,111612100,CAT
53,2017-05-01,102.650002,105.940002,97.739998,105.43,99.75012199999999,103921000,CAT
54,2017-06-01,105.769997,108.18,102.300003,107.459999,101.67076899999999,105087500,CAT
55,2017-07-01,106.510002,114.900002,105.110001,113.949997,107.81111899999999,86813400,CAT
56,2017-08-01,114.269997,118.83000200000001,112.089996,117.489998,111.962799,66522800,CAT
57,2017-09-01,117.489998,125.550003,116.5,124.709999,118.84313999999999,64132400,CAT
58,2017-10-01,124.400002,140.440002,123.949997,135.800003,129.41142299999998,92524700,CAT
59,2017-11-01,135.669998,141.330002,133.809998,141.149994,135.312027,61119100,CAT
0,2012-12-01,19.02,20.540001,18.950001,19.65,16.033588,780170100,CSCO
1,2013-01-01,20.120001000000002,21.26,20.01,20.57,16.784267,765378900,CSCO
2,2013-02-01,20.73,21.67,20.440001000000002,20.860001,17.020893,697094300,CSCO
3,2013-03-01,20.709999,21.98,20.549999,20.9,17.05353,678943000,CSCO
4,2013-04-01,21.040001,21.700001,19.98,20.92,17.069857,783097400,CSCO
5,2013-05-01,20.83,24.68,20.290001,24.120001000000002,19.840014,1109907700,CSCO
6,2013-06-01,24.26,24.98,23.879998999999998,24.34,20.020979,736630100,CSCO
7,2013-07-01,24.42,26.15,24.219998999999998,25.59,21.049170999999998,680967500,CSCO
8,2013-08-01,25.790001,26.49,23.219998999999998,23.309998999999998,19.308605,851724100,CSCO
9,2013-09-01,23.58,24.799999,23.02,23.43,19.408009,649688500,CSCO
10,2013-10-01,23.33,23.48,22.1,22.559998999999998,18.687353,876764600,CSCO
11,2013-11-01,22.66,24.0,20.77,21.25,17.730871,1088335300,CSCO
12,2013-12-01,21.290001,22.469998999999998,20.219998999999998,22.43,18.71546,938261700,CSCO
13,2014-01-01,22.17,23.0,21.6,21.91,18.281579999999998,867246000,CSCO
14,2014-02-01,21.93,22.92,21.4,21.799999,18.328705,951920200,CSCO
15,2014-03-01,21.57,22.690001000000002,21.27,22.42,18.849982999999998,862634400,CSCO
16,2014-04-01,22.33,23.639999,22.299999,23.110001,19.430113000000002,806774900,CSCO
17,2014-05-01,23.139999,24.93,22.43,24.620001000000002,20.876591,815995500,CSCO
18,2014-06-01,24.639999,25.17,24.4,24.85,21.071623000000002,515651900,CSCO
19,2014-07-01,24.99,26.08,24.77,25.23,21.393841000000002,601668200,CSCO
20,2014-08-01,25.139999,25.370001000000002,24.27,24.99,21.352093,520011800,CSCO
21,2014-09-01,24.940001000000002,25.42,24.459999,25.17,21.505886,525147100,CSCO
22,2014-10-01,25.200001,25.42,22.49,24.469998999999998,21.067137,686616100,CSCO
23,2014-11-01,24.450001,27.780001000000002,24.450001,27.639999,23.796302999999998,543770100,CSCO
24,2014-12-01,27.5,28.59,26.15,27.82,23.951276999999997,577440600,CSCO
25,2015-01-01,27.860001,28.700001,26.32,26.370001000000002,22.702915,659832000,CSCO
26,2015-02-01,26.389999,29.99,25.92,29.51,25.580967,614928400,CSCO
27,2015-03-01,29.360001,30.309998999999998,26.620001000000002,27.530001000000002,23.86459,630441700,CSCO
28,2015-04-01,27.309998999999998,29.33,26.84,28.83,25.182768,489815600,CSCO
29,2015-05-01,28.809998999999998,29.9,28.690001000000002,29.309998999999998,25.602041,515367400,CSCO
30,2015-06-01,29.6,29.620001000000002,27.33,27.459999,23.986083999999998,507210100,CSCO
31,2015-07-01,27.42,28.77,26.84,28.42,24.824635999999998,520262100,CSCO
32,2015-08-01,28.41,29.209999,23.030001000000002,25.879998999999998,22.780174,690472400,CSCO
33,2015-09-01,25.219998999999998,26.73,24.92,26.25,23.105857999999998,556873700,CSCO
34,2015-10-01,26.049999,29.49,25.34,28.85,25.394438,509869000,CSCO
35,2015-11-01,28.870001000000002,28.870001000000002,25.82,27.25,24.179522,630676000,CSCO
36,2015-12-01,27.200001,27.9,25.959999,27.16,24.099659,501981100,CSCO
37,2016-01-01,26.389999,26.66,22.469998999999998,23.790001,21.109385,786284200,CSCO
38,2016-02-01,23.459999,26.91,22.459999,26.18,23.411097,677901900,CSCO
39,2016-03-01,26.450001,28.68,26.24,28.469998999999998,25.458899,498221500,CSCO
40,2016-04-01,28.299999,28.700001,26.950001,27.49,24.582548000000003,443380900,CSCO
41,2016-05-01,27.48,29.08,25.809998999999998,29.049999,26.215124,542483400,CSCO
42,2016-06-01,28.84,29.41,27.129998999999998,28.690001000000002,25.890263,498272800,CSCO
43,2016-07-01,28.780001000000002,31.15,28.17,30.530001000000002,27.550703000000002,441933000,CSCO
44,2016-08-01,30.700001,31.700001,30.059998999999998,31.440001000000002,28.630369,546905700,CSCO
45,2016-09-01,31.42,31.950001,30.6,31.719998999999998,28.885344,439303800,CSCO
46,2016-10-01,31.309998999999998,31.68,29.860001,30.68,27.938284000000003,368562000,CSCO
47,2016-11-01,30.85,31.889999,29.549999,29.82,27.379559000000004,569547500,CSCO
48,2016-12-01,29.84,31.07,29.120001000000002,30.219998999999998,27.746821999999998,440511100,CSCO
49,2017-01-01,30.370001000000002,31.049999,29.799999,30.719998999999998,28.205903999999997,388921600,CSCO
50,2017-02-01,30.85,34.32,30.42,34.18,31.652209999999997,476211300,CSCO
51,2017-03-01,34.279999,34.529999,33.650002,33.799999,31.300316,404059400,CSCO
52,2017-04-01,33.700001,34.110001000000004,32.419998,34.07,31.550352,323261900,CSCO
53,2017-05-01,34.110001000000004,34.599998,30.370001000000002,31.530001000000002,29.452548999999998,548285400,CSCO
54,2017-06-01,31.52,32.5,31.09,31.299999,29.237703000000003,480792900,CSCO
55,2017-07-01,31.09,32.25,30.67,31.450001,29.377819,344250200,CSCO
56,2017-08-01,31.59,32.470001,30.360001,32.209998999999996,30.368851,505600300,CSCO
57,2017-09-01,32.220001,34.099998,31.459999,33.630001,31.707682000000002,415433800,CSCO
58,2017-10-01,33.610001000000004,34.73,33.169998,34.150002,32.197956,336242900,CSCO
59,2017-11-01,34.290001000000004,38.029999,33.669998,35.880001,34.121387,687178700,CSCO
0,2012-12-01,106.0,111.110001,103.940002,108.139999,83.20105,125418100,CVX
1,2013-01-01,110.269997,117.5,108.739998,115.150002,88.594398,119425000,CVX
2,2013-02-01,115.839996,117.889999,113.5,117.150002,90.133186,100812400,CVX
3,2013-03-01,116.730003,121.559998,115.949997,118.82,92.129776,114533700,CVX
4,2013-04-01,118.989998,122.010002,114.120003,122.010002,94.603218,132668800,CVX
5,2013-05-01,121.25,127.400002,120.050003,122.75,95.176979,155415300,CVX
6,2013-06-01,122.349998,124.120003,116.019997,118.339996,92.497566,123699600,CVX
7,2013-07-01,118.349998,127.83000200000001,118.0,125.889999,98.398842,104612700,CVX
8,2013-08-01,126.489998,126.660004,117.220001,120.43,94.13118,114101300,CVX
9,2013-09-01,121.339996,126.43,119.010002,121.5,95.752022,102704300,CVX
10,2013-10-01,121.269997,122.010002,114.440002,119.959999,94.538368,141320900,CVX
11,2013-11-01,119.040001,124.190002,117.0,122.440002,96.492836,120679900,CVX
12,2013-12-01,122.870003,125.650002,118.25,124.910004,99.265999,116195800,CVX
13,2014-01-01,124.459999,125.32,111.110001,111.629997,88.712395,131342300,CVX
14,2014-02-01,112.349998,116.739998,109.269997,115.33000200000001,91.652771,144016100,CVX
15,2014-03-01,114.790001,119.620003,113.68,118.910004,95.337189,131053700,CVX
16,2014-04-01,119.150002,127.269997,116.5,125.519997,100.636803,130384400,CVX
17,2014-05-01,125.660004,126.779999,121.650002,122.790001,98.448013,103880000,CVX
